title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,object_thumb,object_location,reference_url
"Culfield Zone on the Gabbro Mine ","","1926","","Mining; Mining Reports; Historic Maps","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/fileid_15101_1926_th.jpg","http://localhost:4000/JRWA-Archive/objects/fileid_15101_1926.pdf",/JRWA-Archive/items/sunromine_reports_1934.html#sunromine_reports_1920_015
"Geologic and Topographic Map of a Portion of the Gabbro And Sunloch Properties","","1921","","Mining; Mining Reports; Historic Maps","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/fileid_15104_1921_th.jpg","http://localhost:4000/JRWA-Archive/objects/fileid_15104_1921.pdf",/JRWA-Archive/items/sunromine_reports_1935.html#sunromine_reports_1920_016
"Sunro Mine: Reports 1950","","1950","","Mining; Mining Reports; Ore Deposit; Study","","","","","","record","","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/sunro_empr_report_1950_th.jpg","",/JRWA-Archive/items/sunromine_reports_1950.html
"ZIP File - Sunro Mine - Mine Underground Digital Composition - Shape FIles. Images, and pdfs","","","","Mining; Mining Reports; Ore Deposit; ","","","","","","zip file","zip file","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/sunro_empr_report_1950_th.jpg","http://localhost:4000/JRWA-Archive/objects/1950_reports.7z",/JRWA-Archive/items/sunromine_reports_1950.html#sunromine_reports_1950_001
"Minister of Mines Annual Report 1950: pages 180-194
","R.C. MacDonald","1951","","Mining; Mining Reports; Ore Deposit; ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/sunro_empr_report_1950_th.jpg","http://localhost:4000/JRWA-Archive/objects/sunro_empr_report_1950.pdf",/JRWA-Archive/items/sunromine_reports_1951.html#sunromine_reports_1950_002
"Minister of Mines Annual Report 1950
","R.C. MacDonald","1951","","Mining; Mining Reports; ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/empr_report_1950_th.jpg","http://localhost:4000/JRWA-Archive/objects/empr_report_1950.pdf",/JRWA-Archive/items/sunromine_reports_1952.html#sunromine_reports_1950_003
"A Mineralography Study of Sunloch Copper Ore","R.B Toombs","1951","","Mining; Mining Reports; Study","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/fileid_59782_1951_th.jpg","http://localhost:4000/JRWA-Archive/objects/fileid_59782_1951.pdf",/JRWA-Archive/items/sunromine_reports_1953.html#sunromine_reports_1950_004
"Sunro Mine: Reports 1960","","1960","","Mining; Mining Reports; History; Geology; Mine and Mill Process; Sections and Diagrams; George Winkler; Map; Ore deposits; Labor; Production; Profit Estimation; Report; Economics; History; Geology; Mine and Mill Process; Sections and Diagrams; Mine Collapse","","","","","","record","","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/unknown_1965_history_of_the_sunlch_gabbro_pf_092c073_th.jpg","",/JRWA-Archive/items/sunromine_reports_1960.html
"ZIP File - Sunro Mine - Mine Underground Digital Composition - Shape FIles. Images, and pdfs","","","","Mining; Mining Reports; ","","","","","","zip file","zip file","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/unknown_1965_history_of_the_sunlch_gabbro_pf_092c073_th.jpg","http://localhost:4000/JRWA-Archive/objects/1960_reports.7z",/JRWA-Archive/items/sunromine_reports_1960.html#sunromine_reports_1960_001
"History of the Sunloch-Gabbro 1915-1965","","","","Mining; Mining Reports; George Winkler; ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/unknown_1965_history_of_the_sunlch_gabbro_pf_092c073_th.jpg","http://localhost:4000/JRWA-Archive/objects/unknown_1965_history_of_the_sunlch_gabbro_pf_092c073.pdf",/JRWA-Archive/items/sunromine_reports_1961.html#sunromine_reports_1960_002
"Sunro Map: Drilled Ore Zones ","Bacon and Crowhurst LTD. ","1969-04-15","","Mining; Mining Reports; Map","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/bacon_1969_drilled_ore_zones_maps_th.jpg","http://localhost:4000/JRWA-Archive/objects/bacon_1969_drilled_ore_zones_maps.pdf",/JRWA-Archive/items/sunromine_reports_1962.html#sunromine_reports_1960_003
"Underground Mining and Milling at Cowichan Copper Co. Ltd.","J.R Billingsley","1965-03","","Mining; Mining Reports; History; Geology; Mine and Mill Process; Sections and Diagrams","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/billingsley_1963_underground_mining_and_milling_at_cowichan_copper_co_ltd_th.jpg","http://localhost:4000/JRWA-Archive/objects/billingsley_1963_underground_mining_and_milling_at_cowichan_copper_co_ltd.pdf",/JRWA-Archive/items/sunromine_reports_1964.html#sunromine_reports_1960_005
"REPORT on CERNA COPPER MINES LIMITED (COWICHAN COPPER - JORDAN RIVER - VANCOUVER ISLAND, B.C.)","J.J. CROWHURST, R.W. PHENDLER, G.D. DELANE","1969-04-18","","Mining; Mining Reports; Ore deposits; Labor; Production; Profit Estimation; Report","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/crowhurst_1969_report_on_cerna_copper_mines_jr_fileid_72619_th.jpg","http://localhost:4000/JRWA-Archive/objects/crowhurst_1969_report_on_cerna_copper_mines_jr_fileid_72619.pdf",/JRWA-Archive/items/sunromine_reports_1965.html#sunromine_reports_1960_006
"Testing of Rock Cores","P.T. Seabrook","1968-07-31","","Mining; Mining Reports; ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/fileid_72617_1970_th.jpg","http://localhost:4000/JRWA-Archive/objects/fileid_72617_1970.pdf",/JRWA-Archive/items/sunromine_reports_1966.html#sunromine_reports_1960_007
"Report on Cerna Copper Mines: Assumptions","J.J. Crowhurst","1969-04-21","","Mining; Mining Reports; Ore deposits; Labor; Production; Profit Estimation; Report","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/fileid_72620_1969_th.jpg","http://localhost:4000/JRWA-Archive/objects/fileid_72620_1969.pdf",/JRWA-Archive/items/sunromine_reports_1967.html#sunromine_reports_1960_008
"Report on Economics of Cowichan Copper CO. LTD. ","","1963-07-11","","Mining; Mining Reports; Economics ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/hill_1963_report_on_cowichan_copper_co_sunro_mine_fileid_72591_th.jpg","http://localhost:4000/JRWA-Archive/objects/hill_1963_report_on_cowichan_copper_co_sunro_mine_fileid_72591.pdf",/JRWA-Archive/items/sunromine_reports_1968.html#sunromine_reports_1960_009
"Report on Cowichan Copper Co. LTD. ","","1964-10-13","","Mining; Mining Reports; Mine Collapse; Cave In; Repair Costs","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/hill_1964_report_on_cowichan_copper_co_sunro_mine_fileid_72591_th.jpg","http://localhost:4000/JRWA-Archive/objects/hill_1964_report_on_cowichan_copper_co_sunro_mine_fileid_72591.pdf",/JRWA-Archive/items/sunromine_reports_1969.html#sunromine_reports_1960_010
"A MINE FLOOD, VANCOUVER ISLAND","R. L. Loofbourow, Ernest K. Lehmann","1968","","Mining; Mining Reports; Mine Collapse","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/loofbourow_and_lehmann_1968_society_of_mining_engineers_a_mine_flood_th.jpg","http://localhost:4000/JRWA-Archive/objects/loofbourow_and_lehmann_1968_society_of_mining_engineers_a_mine_flood.pdf",/JRWA-Archive/items/sunromine_reports_1970.html#sunromine_reports_1960_011
"Sunro Mine: Reports 1970","","1970","","Mining; Mining Reports; Openings; Mine Closure; Geology; Milling; Pollution Management; Discharge; Land Acquisition; Rehabilitation; Mine Closure; Diagrams; Sections; Axons","","","","","","record","","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/fileid_72617_1970_th.jpg","",/JRWA-Archive/items/sunromine_reports_1970.html
"ZIP File - Sunro Mine - Mine Underground Digital Composition - Shape FIles. Images, and pdfs","","","","Mining; Mining Reports; ","","","","","","zip file","zip file","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/fileid_72617_1970_th.jpg","http://localhost:4000/JRWA-Archive/objects/1970_reports.7z",/JRWA-Archive/items/sunromine_reports_1970.html#sunromine_reports_1970_001
"Testing of Rock Cores","P.T. Seabrook","1968-07-31","","Mining; Mining Reports; ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/fileid_72617_1970_th.jpg","http://localhost:4000/JRWA-Archive/objects/fileid_72617_1970.pdf",/JRWA-Archive/items/sunromine_reports_1971.html#sunromine_reports_1970_002
"Sunro Mine Annual Geological Report","G. Meusy","1972","","Mining; Mining Reports; Geology","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/meusy_1972_sunro_mine_annual_geological_report_fileid_61340_th.jpg","http://localhost:4000/JRWA-Archive/objects/meusy_1972_sunro_mine_annual_geological_report_fileid_61340.pdf",/JRWA-Archive/items/sunromine_reports_1972.html#sunromine_reports_1970_003
"Sunro Mine Annual Geological Report","G. Meusy","1973","","Mining; Mining Reports; Geology","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/meusy_1973_sunro_mine_annual_geological_report_th.jpg","http://localhost:4000/JRWA-Archive/objects/meusy_1973_sunro_mine_annual_geological_report.pdf",/JRWA-Archive/items/sunromine_reports_1973.html#sunromine_reports_1970_004
"Sunro Mine Monthly Report: Geology Department","G. Meusy","1973-07","","Mining; Mining Reports; Geology","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/meusy_1973_sunro_mine_monthly_report_pf_092c073_th.jpg","http://localhost:4000/JRWA-Archive/objects/meusy_1973_sunro_mine_monthly_report_pf_092c073.pdf",/JRWA-Archive/items/sunromine_reports_1974.html#sunromine_reports_1970_005
"Jordan River Mines Mill reaches 90% capacity","","1973-12-27","","Mining; Mining Reports; Milling; Pollution Management; Discharge","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/northern_miner_1973_jordan_river_mill_reaches_capacity__th.jpg","http://localhost:4000/JRWA-Archive/objects/northern_miner_1973_jordan_river_mill_reaches_capacity_.pdf",/JRWA-Archive/items/sunromine_reports_1976.html#sunromine_reports_1970_007
"Chatham Resources Acquires Property","","1974-07-24","","Mining; Mining Reports; Land Acquisition","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/northern_miner_1975_chatham_resourcews_acquires_property_th.jpg","http://localhost:4000/JRWA-Archive/objects/northern_miner_1975_chatham_resourcews_acquires_property.pdf",/JRWA-Archive/items/sunromine_reports_1977.html#sunromine_reports_1970_008
"REPORT ON THE CLOSING OF THE JORDAN RIVER MINE","A.J. RICHARDSON","1977-06","","Mining; Mining Reports; Rehabilitation; Mine Closure; Diagrams; Sections; Axons","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/richardson_1977_report_on_the_closing_of_the_jordan_river_mine_th.jpg","http://localhost:4000/JRWA-Archive/objects/richardson_1977_report_on_the_closing_of_the_jordan_river_mine.pdf",/JRWA-Archive/items/sunromine_reports_1978.html#sunromine_reports_1970_009
"Surface Opening - Sunro Mine","W.C Robinson","1977-07-10","","Mining; Mining Reports; Openings; Mine Closure","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/robinson_1977_bc_department_of_mines__conditions_for_mine_closure_letter_th.jpg","http://localhost:4000/JRWA-Archive/objects/robinson_1977_bc_department_of_mines__conditions_for_mine_closure_letter.pdf",/JRWA-Archive/items/sunromine_reports_1979.html#sunromine_reports_1970_010
"Sunro Mine: Reports British Columbia Geological Survey","","","","Mining; Mining Reports; Ministry of Energy and Mining; Closures; Property Ownership; Historical Mines; Ministry of Energy and Mining; Minerals","","","","","","record","","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/mom_orgainsation_sheet_th.jpg","",/JRWA-Archive/items/sunromine_reports_bcgs.html
"ZIP File - Sunro Mine - Mine Underground Digital Composition - Shape FIles. Images, and pdfs","","","","Mining; Mining Reports; ","","","","","","zip file","zip file","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/mom_orgainsation_sheet_th.jpg","http://localhost:4000/JRWA-Archive/objects/bcgs_reports.7z",/JRWA-Archive/items/sunromine_reports_bcgs.html#sunromine_reports_bcgs_001
"British Columbia Geoscience Organization Chart","Andris Kikauka","2004-04-12","","Mining; Mining Reports; Ministry of Energy and Mining","","","","","","png","png","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/mom_orgainsation_sheet_th.jpg","http://localhost:4000/JRWA-Archive/objects/mom_orgainsation_sheet.png",/JRWA-Archive/items/sunromine_reports_bcgs.html#sunromine_reports_bcgs_003
"Property Map List","","","","Mining; Mining Reports; ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/property_file_list_th.jpg","http://localhost:4000/JRWA-Archive/objects/property_file_list.pdf",/JRWA-Archive/items/sunromine_reports_bcgs.html#sunromine_reports_bcgs_004
"Geochemical Analysis Certificate","","2000-04-28","","Mining; Mining Reports; ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/rock_assay_data_200_fileid_15089_th.jpg","http://localhost:4000/JRWA-Archive/objects/rock_assay_data_200_fileid_15089.pdf",/JRWA-Archive/items/sunromine_reports_bcgs.html#sunromine_reports_bcgs_005
"Rock Assay Data","","2000-04-28","","Mining; Mining Reports; ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/rock_assay_data_200_fileid_15096_th.jpg","http://localhost:4000/JRWA-Archive/objects/rock_assay_data_200_fileid_15096.pdf",/JRWA-Archive/items/sunromine_reports_bcgs.html#sunromine_reports_bcgs_006
"Sunro Mine Report Mineral Summary","Andris Kikauka","2004-04-12","","Mining; Mining Reports; ","","","","","","png","png","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/screenshot_2024_02_03_at_10_17_46_pm_th.jpg","http://localhost:4000/JRWA-Archive/objects/screenshot_2024_02_03_at_10_17_46_pm.png",/JRWA-Archive/items/sunromine_reports_bcgs.html#sunromine_reports_bcgs_007
"ANNUAL REPORT ENGINEERING &amp; INSPECTION BRANCH 1989","","1990-12","","Mining; Mining Reports; ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/annual_report_1989_bcgs_mp_40_th.jpg","http://localhost:4000/JRWA-Archive/objects/annual_report_1989_bcgs_mp_40.pdf",/JRWA-Archive/items/sunromine_reports_bcgs.html#sunromine_reports_bcgs_010
"MINFILE Detail Report BC ","","2014-11-05","","Mining; Mining Reports; ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/bcgs_minfile_sunro_mine_detailed_report_th.jpg","http://localhost:4000/JRWA-Archive/objects/bcgs_minfile_sunro_mine_detailed_report.pdf",/JRWA-Archive/items/sunromine_reports_bcgs.html#sunromine_reports_bcgs_011
"MINFILE Detail Report BC: Summary","","2014-11-06","","Mining; Mining Reports; ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/bcgs_minfile_sunro_mine_summary_th.jpg","http://localhost:4000/JRWA-Archive/objects/bcgs_minfile_sunro_mine_summary.pdf",/JRWA-Archive/items/sunromine_reports_bcgs.html#sunromine_reports_bcgs_012
"HISTORIC MINE SITES IN BRITISH COLUMBIA","Lisa N. Barazzuol and Gregg G. Stewart","2003-02","","Mining; Mining Reports; Historical Mines ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/bcgs_of2003_03_historical_mines_th.jpg","http://localhost:4000/JRWA-Archive/objects/bcgs_of2003_03_historical_mines.pdf",/JRWA-Archive/items/sunromine_reports_bcgs.html#sunromine_reports_bcgs_013
"Annual Report of the Minister of Mines","","1928","","Mining; Mining Reports; ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/cloutier_1928_annual_reprt_of_minister_of_mines_th.jpg","http://localhost:4000/JRWA-Archive/objects/cloutier_1928_annual_reprt_of_minister_of_mines.pdf",/JRWA-Archive/items/sunromine_reports_bcgs.html#sunromine_reports_bcgs_014
"Jordan River Deposit (Copper, Gold, Silver, +/- Nickel, Platinum, Palladium","","2001-04-10","","Mining; Mining Reports; Minerals","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/commerce_resources_fileid_45010_th.jpg","http://localhost:4000/JRWA-Archive/objects/commerce_resources_fileid_45010.pdf",/JRWA-Archive/items/sunromine_reports_bcgs.html#sunromine_reports_bcgs_015
"Jordan River Property File List","","","","Mining; Mining Reports; Property Ownership","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/jr_property_file_list_th.jpg","http://localhost:4000/JRWA-Archive/objects/jr_property_file_list.pdf",/JRWA-Archive/items/sunromine_reports_bcgs.html#sunromine_reports_bcgs_016
"Disposition of Reverted Crown Grants in SW Region","Jacques Houle","2000-06-28","","Mining; Mining Reports; ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/moem_disposition_of_sunro_mine_cgs_th.jpg","http://localhost:4000/JRWA-Archive/objects/moem_disposition_of_sunro_mine_cgs.pdf",/JRWA-Archive/items/sunromine_reports_bcgs.html#sunromine_reports_bcgs_017
"Ministry of Energy and Mines Emails","Jacques Houle, Ted Hall","1998","","Mining; Mining Reports; Closures","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/moem_emails_fileid_45008_th.jpg","http://localhost:4000/JRWA-Archive/objects/moem_emails_fileid_45008.pdf",/JRWA-Archive/items/sunromine_reports_bcgs.html#sunromine_reports_bcgs_018
"Sunro Mine: Recent Reports","","","","Mining; Mining Reports; Continued Mining Recommendation; New Sunro","","","","","","record","","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/funk_2009_sunro_copper_mine_restart_project_th.jpg","",/JRWA-Archive/items/sunromine_reports_recent.html
"ZIP File - Sunro Mine - Mine Underground Digital Composition - Shape FIles. Images, and pdfs","","","","Mining; Mining Reports; ","","","","","","zip file","zip file","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/funk_2009_sunro_copper_mine_restart_project_th.jpg","http://localhost:4000/JRWA-Archive/objects/recent.7z",/JRWA-Archive/items/sunromine_reports_recent.html#sunromine_reports_recent_001
"Sunro Copper Mine Restart Project","Kelly Funk","2009","","Mining; Mining Reports; Mine Reopening","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/funk_2009_sunro_copper_mine_restart_project_th.jpg","http://localhost:4000/JRWA-Archive/objects/funk_2009_sunro_copper_mine_restart_project.pdf",/JRWA-Archive/items/sunromine_reports_recent.html#sunromine_reports_recent_002
"2015 Technical Assessment Report for the New Sunro Property","Jacques Houle","2016-02-07","","Mining; Mining Reports; New Sunro","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/houle_2015_bc_mines_assessment_report__35982_th.jpg","http://localhost:4000/JRWA-Archive/objects/houle_2015_bc_mines_assessment_report__35982.PDF",/JRWA-Archive/items/sunromine_reports_recent.html#sunromine_reports_recent_003
"Geological and Geochemical Record on the Sunloch Claim ","Andris Kikauka","2004-04-12","","Mining; Mining Reports; Continued Mining Recommendation","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/kikauka_2004_bc_mines_assessment_report__27472_th.jpg","http://localhost:4000/JRWA-Archive/objects/kikauka_2004_bc_mines_assessment_report__27472.PDF",/JRWA-Archive/items/sunromine_reports_recent.html#sunromine_reports_recent_004
"Mining Exploration and Geology","","","","Terrestrial Ecological Risks; Human Health Risks; Regional Ecology; Geochemical; Seaweed","","","","","","record","","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/gscmap_a_157a_e_1917_mn01.th.jpg","http://localhost:4000/JRWA-Archive/objects/",/JRWA-Archive/items/mining_exploration_and_geology.html
"East Sooke Geological Survey","Hon.E.L. Patenaude","1917","","Mining; Map; Geological Survey","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/gscmap_a_157a_e_1917_mn01.th.jpg","http://localhost:4000/JRWA-Archive/objects/gscmap_a_157a_e_1917_mn01.pdf",/JRWA-Archive/items/mining_exploration_and_geology.html#mining_exploration_and_geology_001
"East Sooke Geological Survey (Colored)","Hon.E.L. Patenaude","1918","","Mining; Map; Geological Survey","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/gscmap_a_167a_e_1917_mn01.th.jpg","http://localhost:4000/JRWA-Archive/objects/gscmap_a_167a_e_1917_mn01.pdf",/JRWA-Archive/items/mining_exploration_and_geology.html#mining_exploration_and_geology_002
"PROSPECTUS: MACSAN EXPLORATIONS LTD.","","1966-05-13","","Mining; Mineralization; Map; Mineral Assessment","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/macsan_exploration_prospectus_1966_svi_properties.th.jpg","http://localhost:4000/JRWA-Archive/objects/macsan_exploration_prospectus_1966_svi_properties.pdf",/JRWA-Archive/items/mining_exploration_and_geology.html#mining_exploration_and_geology_003
"Macsan Exploration Jordan River - Sooke Area Geology","","1965-01-01","","Mining; Geological Survey","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/mascan_1966_regional_geology_fileid_15079.th.jpg","http://localhost:4000/JRWA-Archive/objects/mascan_1966_regional_geology_fileid_15079.pdf",/JRWA-Archive/items/mining_exploration_and_geology.html#mining_exploration_and_geology_004
"Summary Report of the Geological Survey Department of Mines 1912","","1914","","Mining; Geological Survey","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/sum_rep_1912_en.th.jpg","http://localhost:4000/JRWA-Archive/objects/sum_rep_1912_en",/JRWA-Archive/items/mining_exploration_and_geology.html#mining_exploration_and_geology_005
"BEAU PRE EXPLORATIONS LIMITED  PROPERTIES SUMMARY ","Robert C. Beaupre","1989","","Mining; Property Location; Regional Geology; Valentine Mountain","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/valentine_mountain.th.jpg","http://localhost:4000/JRWA-Archive/objects/valentine_mountain",/JRWA-Archive/items/mining_exploration_and_geology.html#mining_exploration_and_geology_006
"British Columbia Geological Survey Spreadsheet","","","","Mining; ","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/bcgwmineral.th.jpg","http://localhost:4000/JRWA-Archive/objects/bcgwmineral.xlsx",/JRWA-Archive/items/mining_exploration_and_geology.html#mining_exploration_and_geology_007
"Sooke and Duncan Map-Areas","C.H. Clapp","1917","","Mining; Geological Survey","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/clapp_1917_geology_of_southern_vancouver_island.th.jpg","http://localhost:4000/JRWA-Archive/objects/clapp_1917_geology_of_southern_vancouver_island.pdf",/JRWA-Archive/items/mining_exploration_and_geology.html#mining_exploration_and_geology_008
"Annual Report of the Minister of Mines 1928","","1928","","Mining; Report; Gold; Coal; Metal Prices; Accident Reports; Mineral Claims; Mineral Survey","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/cloutier_1928_annual_reprt_of_minister_of_mines.th.jpg","http://localhost:4000/JRWA-Archive/objects/cloutier_1928_annual_reprt_of_minister_of_mines.pdf",/JRWA-Archive/items/mining_exploration_and_geology.html#mining_exploration_and_geology_009
"Gabbros of East Sooke and Rocky Point","H.C. Cooke","1919-11-15","","Mining; Geological Survey","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/cooke_1919_gabbros_of_east_sooke_and_rocky_point.th.jpg","http://localhost:4000/JRWA-Archive/objects/cooke_1919_gabbros_of_east_sooke_and_rocky_point.pdf",/JRWA-Archive/items/mining_exploration_and_geology.html#mining_exploration_and_geology_010
"Seaweed	as an exploration medium along inlets on the west coast of Canada.","Colin Dunn and Rick McCaffrey","2017-09","","Mining; Geochemical; Seaweed","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/dunn_2017_seaweed_and_a_exploration_medium_in_explore_176.th.jpg","http://localhost:4000/JRWA-Archive/objects/dunn_2017_seaweed_and_a_exploration_medium_in_explore_176.pdf",/JRWA-Archive/items/mining_exploration_and_geology.html#mining_exploration_and_geology_011
"Duncan Sheet Geological Survey","R.H. Chapman","1915","","Mining; Map; Geological Survey","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/gscmap_a_41a_e_1915_mn01_.th.jpg","http://localhost:4000/JRWA-Archive/objects/gscmap_a_41a_e_1915_mn01_.pdf",/JRWA-Archive/items/mining_exploration_and_geology.html#mining_exploration_and_geology_012
"Duncan Sheet Geological Survey (Colored)","R.H. Chapman","1918","","Mining; Map; Geological Survey","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/gscmap_a_42a_e_1918_mn01.th.jpg","http://localhost:4000/JRWA-Archive/objects/gscmap_a_42a_e_1918_mn01.pdf",/JRWA-Archive/items/mining_exploration_and_geology.html#mining_exploration_and_geology_013
"Sooke Sheet Geological Survey","R.H. Chapman","1914","","Mining; Map; Geological Survey","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/gscmap_a_43a_e_1914_mn01_.th.jpg","http://localhost:4000/JRWA-Archive/objects/gscmap_a_43a_e_1914_mn01_.pdf",/JRWA-Archive/items/mining_exploration_and_geology.html#mining_exploration_and_geology_014
"Sooke Sheet Geological Survey (Colored)","R.H. Chapman","1918","","Mining; Map; Geological Survey","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/gscmap_a_44a_e_1918_mn01.th.jpg","http://localhost:4000/JRWA-Archive/objects/gscmap_a_44a_e_1918_mn01.pdf",/JRWA-Archive/items/mining_exploration_and_geology.html#mining_exploration_and_geology_015
"Other Mine Reports Etc","","","","Mining; Regulation; Mine Development Assessment Process; Integrated Land Use; Water Quality Regulation; Wildlife Protection; copper mine tailings; gold mine tailings; metal–metalloid components; non-metal components; metallurgical reagents; acid rock drainage; metal leaching potential; toxicity; risks; responsible tailings management","","","","","","record","","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/mathieu__1961_flotation_tests_of_samples_form_sunro_mine__cdn_department_of_mines_and_technical_surveys,_gid_324838.th.jpg","",/JRWA-Archive/items/other_mine_reports.html
"Flotation Test on Two Samples of Copper Ore from the Sunro Mine ","G. I. MATHIEU ","1961-07-10","","Mining; Cowichan; Copper; Floatation","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/mathieu__1961_flotation_tests_of_samples_form_sunro_mine__cdn_department_of_mines_and_technical_surveys,_gid_324838.th.jpg","http://localhost:4000/JRWA-Archive/objects/mathieu__1961_flotation_tests_of_samples_form_sunro_mine__cdn_department_of_mines_and_technical_surveys,_gid_324838.pdf",/JRWA-Archive/items/other_mine_reports.html#other_mine_reports_001
"Socio-Environmental Risks Linked with Mine Tailings Chemical Composition: Promoting Responsible and Safe Mine Tailings Management Considering Copper and Gold Mining Experiences from Chile and Peru","Carlos Cacciuttolo et al.","2023-05-16","","Mining; copper mine tailings; gold mine tailings; metal–metalloid components; non-metal components; metallurgical reagents; acid rock drainage; metal leaching potential; toxicity; risks; responsible tailings management","","","","","","pdf","pdf","","","","http://localhost:4000/JRWA-Archive/objects/thumbs/toxics_11_00462.th.jpg","http://localhost:4000/JRWA-Archive/objects/toxics_11_00462.pdf",/JRWA-Archive/items/other_mine_reports.html#other_mine_reports_002
